Timp sistem,octeti specifici (Wh)
15:04:09.694,0000004215 Wh
15:04:10.685,0000004215 Wh
15:04:11.693,0000004215 Wh
15:04:13.022,0000004215 Wh
15:04:13.693,0000004215 Wh
15:04:14.701,0000004215 Wh
15:04:15.709,0000004215 Wh
15:04:16.701,0000004215 Wh
15:04:18.029,0000004215 Wh
15:04:18.700,0000004215 Wh
15:04:19.708,0000004215 Wh
15:04:20.716,0000004215 Wh
15:04:21.708,0000004215 Wh
15:04:23.036,0000004215 Wh
15:04:23.707,0000004215 Wh
15:04:24.715,0000004215 Wh
15:04:25.723,0000004215 Wh
15:04:26.715,0000004215 Wh
15:04:28.058,0000004215 Wh
15:04:28.731,0000004215 Wh
15:04:29.722,0000004215 Wh
15:04:30.730,0000004215 Wh
15:04:31.722,0000004215 Wh
15:04:33.051,0000004215 Wh
15:04:33.738,0000004215 Wh
15:04:34.729,0000004215 Wh
15:04:35.737,0000004215 Wh
15:04:36.745,0000004215 Wh
15:04:38.057,0000004215 Wh
15:04:38.745,0000004215 Wh
15:04:39.753,0000004215 Wh
15:04:40.744,0000004215 Wh
15:04:41.752,0000004215 Wh
15:04:43.064,0000004215 Wh
15:04:43.751,0000004215 Wh
15:04:44.759,0000004215 Wh
15:04:45.752,0000004215 Wh
15:04:46.760,0000004215 Wh
15:04:48.087,0000004215 Wh
15:04:48.759,0000004215 Wh
15:04:49.767,0000004215 Wh
15:04:50.759,0000004215 Wh
15:04:51.766,0000004215 Wh
15:04:53.094,0000004215 Wh
15:04:53.766,0000004215 Wh
15:04:54.775,0000004215 Wh
15:04:55.766,0000004215 Wh
15:04:56.774,0000004215 Wh
15:04:58.101,0000004215 Wh
15:04:58.773,0000004215 Wh
15:04:59.781,0000004215 Wh
15:05:00.772,0000004215 Wh
15:05:01.783,0000004215 Wh
15:05:03.109,0000004215 Wh
15:05:03.796,0000004215 Wh
15:05:04.788,0000004215 Wh
15:05:05.796,0000004215 Wh
15:05:06.788,0000004215 Wh
15:05:08.115,0000004215 Wh
15:05:08.788,0000004215 Wh
15:05:09.796,0000004215 Wh
15:05:10.803,0000004215 Wh
15:05:11.796,0000004215 Wh
15:05:13.123,0000004215 Wh
15:05:13.810,0000004215 Wh
15:05:14.803,0000004215 Wh
15:05:15.810,0000004215 Wh
15:05:16.802,0000004215 Wh
15:05:18.129,0000004215 Wh
15:05:18.817,0000004215 Wh
15:05:19.809,0000004215 Wh
15:05:20.817,0000004215 Wh
15:05:21.825,0000004215 Wh
15:05:23.153,0000004215 Wh
15:05:23.825,0000004215 Wh
15:05:24.816,0000004215 Wh
15:05:25.825,0000004215 Wh
15:05:26.832,0000004215 Wh
15:05:28.160,0000004215 Wh
15:05:28.832,0000004215 Wh
15:05:29.824,0000004215 Wh
15:05:30.832,0000004215 Wh
15:05:31.840,0000004215 Wh
15:05:33.151,0000004215 Wh
15:05:33.839,0000004215 Wh
15:05:34.847,0000004215 Wh
15:05:35.839,0000004215 Wh
15:05:36.846,0000004215 Wh
15:05:38.175,0000004215 Wh
15:05:38.845,0000004215 Wh
15:05:39.854,0000004215 Wh
15:05:40.846,0000004215 Wh
15:05:41.854,0000004215 Wh
15:05:43.182,0000004215 Wh
15:05:43.854,0000004215 Wh
15:05:44.861,0000004215 Wh
15:05:45.869,0000004215 Wh
15:05:46.861,0000004215 Wh
15:05:48.188,0000004215 Wh
15:05:48.860,0000004215 Wh
15:05:49.868,0000004215 Wh
15:05:50.876,0000004215 Wh
15:05:51.867,0000004215 Wh
15:05:53.196,0000004215 Wh
15:05:53.868,0000004215 Wh
15:05:54.876,0000004215 Wh
15:05:55.883,0000004215 Wh
15:05:56.874,0000004215 Wh
15:05:58.219,0000004215 Wh
15:05:58.890,0000004215 Wh
15:05:59.882,0000004215 Wh
15:06:00.890,0000004215 Wh
15:06:01.883,0000004215 Wh
15:06:03.209,0000004215 Wh
15:06:03.898,0000004215 Wh
15:06:04.890,0000004215 Wh
15:06:05.897,0000004215 Wh
15:06:06.889,0000004215 Wh
15:06:08.217,0000004215 Wh
15:06:08.905,0000004215 Wh
15:06:09.913,0000004215 Wh
15:06:10.904,0000004215 Wh
15:06:11.896,0000004215 Wh
15:06:13.236,0000004215 Wh
15:06:13.911,0000004215 Wh
15:06:14.893,0000004215 Wh
15:06:15.904,0000004215 Wh
15:06:16.911,0000004215 Wh
15:06:18.244,0000004215 Wh
15:06:18.911,0000004215 Wh
15:06:19.922,0000004215 Wh
15:06:20.919,0000004215 Wh
15:06:21.915,0000004215 Wh
15:06:23.238,0000004215 Wh
15:06:23.924,0000004215 Wh
15:06:24.934,0000004215 Wh
15:06:25.912,0000004215 Wh
15:06:26.931,0000004215 Wh
15:06:28.261,0000004215 Wh
15:06:28.933,0000004215 Wh
15:06:29.933,0000004215 Wh
15:06:30.927,0000004215 Wh
15:06:31.938,0000004215 Wh
15:06:33.263,0000004215 Wh
15:06:33.937,0000004215 Wh
15:06:34.941,0000004215 Wh
15:06:35.935,0000004215 Wh
15:06:36.941,0000004215 Wh
15:06:38.271,0000004215 Wh
15:06:38.944,0000004215 Wh
15:06:39.953,0000004215 Wh
15:06:40.965,0000004216 Wh
15:06:41.955,0000004216 Wh
15:06:43.286,0000004216 Wh
15:06:43.955,0000004216 Wh
15:06:44.962,0000004216 Wh
15:06:45.970,0000004216 Wh
15:06:46.963,0000004216 Wh
15:06:48.287,0000004216 Wh
15:06:48.977,0000004216 Wh
15:06:49.969,0000004216 Wh
15:06:50.977,0000004216 Wh
15:06:51.991,0000004216 Wh
15:06:53.312,0000004216 Wh
15:06:53.984,0000004216 Wh
15:06:54.976,0000004216 Wh
15:06:55.984,0000004216 Wh
15:06:56.984,0000004216 Wh
15:06:58.320,0000004216 Wh
15:06:58.998,0000004216 Wh
15:06:59.976,0000004216 Wh
15:07:00.992,0000004216 Wh
15:07:01.991,0000004216 Wh
15:07:03.316,0000004216 Wh
15:07:03.999,0000004216 Wh
15:07:04.990,0000004216 Wh
15:07:05.998,0000004216 Wh
15:07:07.006,0000004216 Wh
15:07:08.333,0000004216 Wh
15:07:08.995,0000004216 Wh
15:07:10.013,0000004216 Wh
15:07:11.002,0000004216 Wh
15:07:12.004,0000004216 Wh
15:07:13.334,0000004216 Wh
15:07:14.007,0000004216 Wh
15:07:15.022,0000004216 Wh
15:07:16.015,0000004216 Wh
15:07:17.014,0000004216 Wh
15:07:18.348,0000004216 Wh
15:07:19.020,0000004216 Wh
15:07:20.017,0000004216 Wh
15:07:21.020,0000004216 Wh
15:07:22.026,0000004216 Wh
15:07:23.355,0000004216 Wh
15:07:24.020,0000004216 Wh
15:07:25.032,0000004216 Wh
15:07:26.040,0000004216 Wh
15:07:27.040,0000004216 Wh
15:07:28.354,0000004216 Wh
15:07:29.034,0000004216 Wh
15:07:30.036,0000004216 Wh
15:07:31.049,0000004216 Wh
15:07:32.042,0000004216 Wh
15:07:33.367,0000004216 Wh
15:07:34.052,0000004216 Wh
15:07:35.040,0000004216 Wh
15:07:36.057,0000004216 Wh
15:07:37.035,0000004216 Wh
15:07:38.370,0000004216 Wh
15:07:39.053,0000004216 Wh
15:07:40.053,0000004216 Wh
15:07:41.059,0000004216 Wh
15:07:42.049,0000004216 Wh
15:07:43.373,0000004216 Wh
15:07:44.069,0000004216 Wh
15:07:45.058,0000004216 Wh
15:07:46.063,0000004216 Wh
15:07:47.073,0000004216 Wh
15:07:48.396,0000004216 Wh
15:07:49.074,0000004216 Wh
15:07:50.057,0000004216 Wh
15:07:51.066,0000004216 Wh
15:07:52.081,0000004216 Wh
15:07:53.408,0000004216 Wh
15:07:54.085,0000004216 Wh
15:07:55.092,0000004216 Wh
15:07:56.077,0000004216 Wh
15:07:57.091,0000004216 Wh
15:07:58.421,0000004216 Wh
15:07:59.093,0000004216 Wh
15:08:00.093,0000004216 Wh
15:08:01.090,0000004216 Wh
15:08:02.101,0000004216 Wh
15:08:03.415,0000004216 Wh
15:08:04.090,0000004216 Wh
15:08:05.100,0000004216 Wh
15:08:06.087,0000004216 Wh
15:08:07.098,0000004216 Wh
15:08:08.429,0000004216 Wh
15:08:09.108,0000004216 Wh
15:08:10.104,0000004216 Wh
15:08:11.102,0000004216 Wh
15:08:12.112,0000004216 Wh
15:08:13.438,0000004216 Wh
15:08:14.101,0000004216 Wh
15:08:15.115,0000004216 Wh
15:08:16.116,0000004216 Wh
15:08:17.119,0000004216 Wh
15:08:18.446,0000004216 Wh
15:08:19.134,0000004216 Wh
15:08:20.118,0000004216 Wh
15:08:21.129,0000004216 Wh
15:08:22.140,0000004216 Wh
15:08:23.448,0000004216 Wh
15:08:24.141,0000004216 Wh
15:08:25.136,0000004216 Wh
15:08:26.145,0000004216 Wh
15:08:27.136,0000004216 Wh
15:08:28.449,0000004216 Wh
15:08:29.144,0000004216 Wh
15:08:30.140,0000004216 Wh
15:08:31.148,0000004216 Wh
15:08:32.140,0000004217 Wh
15:08:33.488,0000004217 Wh
15:08:34.155,0000004217 Wh
15:08:35.149,0000004217 Wh
15:08:36.145,0000004217 Wh
15:08:37.159,0000004217 Wh
15:08:38.487,0000004217 Wh
15:08:39.151,0000004217 Wh
15:08:40.162,0000004217 Wh
15:08:41.155,0000004217 Wh
15:08:42.167,0000004217 Wh
15:08:43.501,0000004217 Wh
15:08:44.174,0000004217 Wh
15:08:45.169,0000004217 Wh
15:08:46.163,0000004217 Wh
15:08:47.173,0000004217 Wh
15:08:48.502,0000004217 Wh
15:08:49.180,0000004217 Wh
15:08:50.185,0000004217 Wh
15:08:51.171,0000004217 Wh
15:08:52.186,0000004217 Wh
15:08:53.514,0000004217 Wh
15:08:54.181,0000004217 Wh
15:08:55.190,0000004217 Wh
15:08:56.185,0000004217 Wh
15:08:57.193,0000004217 Wh
15:08:58.509,0000004217 Wh
15:08:59.186,0000004217 Wh
15:09:00.196,0000004217 Wh
15:09:01.205,0000004217 Wh
15:09:02.200,0000004217 Wh
15:09:03.529,0000004217 Wh
15:09:04.212,0000004217 Wh
15:09:05.208,0000004217 Wh
15:09:06.204,0000004217 Wh
15:09:07.198,0000004217 Wh
15:09:08.534,0000004217 Wh
15:09:09.219,0000004217 Wh
15:09:10.214,0000004217 Wh
15:09:11.224,0000004217 Wh
15:09:12.203,0000004217 Wh
15:09:13.534,0000004217 Wh
15:09:14.229,0000004217 Wh
15:09:15.209,0000004217 Wh
15:09:16.232,0000004217 Wh
15:09:17.215,0000004217 Wh
15:09:18.555,0000004217 Wh
15:09:19.234,0000004217 Wh
15:09:20.232,0000004217 Wh
15:09:21.239,0000004217 Wh
15:09:22.244,0000004217 Wh
15:09:23.561,0000004217 Wh
15:09:24.239,0000004217 Wh
15:09:25.249,0000004217 Wh
15:09:26.242,0000004217 Wh
15:09:27.248,0000004217 Wh
15:09:28.576,0000004217 Wh
15:09:29.241,0000004217 Wh
15:09:30.256,0000004217 Wh
15:09:31.253,0000004217 Wh
15:09:32.261,0000004217 Wh
15:09:33.587,0000004217 Wh
15:09:34.249,0000004217 Wh
15:09:35.262,0000004217 Wh
15:09:36.258,0000004217 Wh
15:09:37.265,0000004217 Wh
15:09:38.593,0000004217 Wh
15:09:39.261,0000004217 Wh
15:09:40.275,0000004217 Wh
15:09:41.257,0000004217 Wh
15:09:42.268,0000004217 Wh
15:09:43.595,0000004217 Wh
15:09:44.263,0000004217 Wh
15:09:45.274,0000004217 Wh
15:09:46.286,0000004217 Wh
15:09:47.281,0000004217 Wh
15:09:48.606,0000004217 Wh
15:09:49.269,0000004217 Wh
15:09:50.285,0000004217 Wh
15:09:51.295,0000004217 Wh
15:09:52.289,0000004217 Wh
15:09:53.603,0000004217 Wh
15:09:54.281,0000004217 Wh
15:09:55.291,0000004217 Wh
15:09:56.291,0000004217 Wh
15:09:57.288,0000004217 Wh
15:09:58.635,0000004217 Wh
15:09:59.312,0000004217 Wh
15:10:00.289,0000004217 Wh
15:10:01.302,0000004217 Wh
15:10:02.299,0000004217 Wh
15:10:03.645,0000004217 Wh
15:10:04.306,0000004217 Wh
15:10:05.298,0000004217 Wh
15:10:06.310,0000004217 Wh
15:10:07.321,0000004217 Wh
15:10:08.630,0000004217 Wh
15:10:09.324,0000004217 Wh
15:10:10.331,0000004217 Wh
15:10:11.316,0000004217 Wh
15:10:12.330,0000004217 Wh
15:10:13.660,0000004217 Wh
15:10:14.324,0000004217 Wh
15:10:15.336,0000004217 Wh
15:10:16.334,0000004217 Wh
15:10:17.336,0000004217 Wh
15:10:18.662,0000004217 Wh
15:10:19.337,0000004217 Wh
15:10:20.339,0000004217 Wh
15:10:21.337,0000004217 Wh
15:10:22.345,0000004217 Wh
15:10:23.665,0000004217 Wh
15:10:24.346,0000004217 Wh
15:10:25.345,0000004217 Wh
15:10:26.337,0000004217 Wh
15:10:27.349,0000004217 Wh
15:10:28.681,0000004217 Wh
15:10:29.343,0000004217 Wh
15:10:30.353,0000004217 Wh
15:10:31.347,0000004217 Wh
15:10:32.359,0000004217 Wh
15:10:33.687,0000004217 Wh
15:10:34.365,0000004217 Wh
15:10:35.359,0000004217 Wh
15:10:36.368,0000004217 Wh
15:10:37.361,0000004217 Wh
15:10:38.688,0000004217 Wh
15:10:39.366,0000004217 Wh
15:10:40.377,0000004217 Wh
15:10:41.383,0000004217 Wh
15:10:42.365,0000004217 Wh
15:10:43.712,0000004217 Wh
15:10:44.388,0000004217 Wh
15:10:45.380,0000004217 Wh
15:10:46.391,0000004217 Wh
15:10:47.382,0000004217 Wh
15:10:48.699,0000004217 Wh
15:10:49.389,0000004217 Wh
15:10:50.379,0000004217 Wh
15:10:51.386,0000004217 Wh
15:10:52.393,0000004217 Wh
15:10:53.706,0000004217 Wh
15:10:54.402,0000004217 Wh
15:10:55.398,0000004217 Wh
15:10:56.398,0000004217 Wh
15:10:57.409,0000004217 Wh
15:10:58.742,0000004217 Wh
15:10:59.406,0000004217 Wh
15:11:00.401,0000004217 Wh
15:11:01.411,0000004217 Wh
15:11:02.408,0000004217 Wh
15:11:03.735,0000004217 Wh
15:11:04.412,0000004217 Wh
15:11:05.424,0000004217 Wh
15:11:06.407,0000004217 Wh
15:11:07.421,0000004217 Wh
15:11:08.751,0000004217 Wh
15:11:09.413,0000004217 Wh
15:11:10.435,0000004217 Wh
15:11:11.419,0000004217 Wh
15:11:12.429,0000004217 Wh
15:11:13.755,0000004217 Wh
15:11:14.430,0000004217 Wh
15:11:15.439,0000004217 Wh
15:11:16.450,0000004217 Wh
15:11:17.440,0000004217 Wh
15:11:18.771,0000004217 Wh
15:11:19.436,0000004217 Wh
15:11:20.446,0000004217 Wh
15:11:21.449,0000004217 Wh
15:11:22.446,0000004217 Wh
15:11:23.763,0000004217 Wh
15:11:24.445,0000004217 Wh
15:11:25.456,0000004217 Wh
15:11:26.454,0000004217 Wh
15:11:27.447,0000004217 Wh
15:11:28.790,0000004217 Wh
15:11:29.468,0000004217 Wh
15:11:30.452,0000004217 Wh
15:11:31.467,0000004217 Wh
15:11:32.462,0000004217 Wh
15:11:33.788,0000004218 Wh
15:11:34.467,0000004218 Wh
15:11:35.465,0000004218 Wh
15:11:36.476,0000004218 Wh
15:11:37.480,0000004218 Wh
15:11:38.793,0000004218 Wh
15:11:39.484,0000004218 Wh
15:11:40.493,0000004218 Wh
15:11:41.479,0000004218 Wh
15:11:42.492,0000004218 Wh
15:11:43.816,0000004218 Wh
15:11:44.491,0000004218 Wh
15:11:45.492,0000004218 Wh
15:11:46.487,0000004218 Wh
15:11:47.495,0000004218 Wh
15:11:48.821,0000004218 Wh
15:11:49.500,0000004218 Wh
15:11:50.507,0000004218 Wh
15:11:51.494,0000004218 Wh
15:11:52.824,0000004218 Wh
15:11:53.487,0000004218 Wh
15:11:54.498,0000004218 Wh
15:11:55.511,0000004218 Wh
15:11:56.504,0000004218 Wh
15:11:57.514,0000004218 Wh
15:11:58.847,0000004218 Wh
15:11:59.501,0000004218 Wh
15:12:00.509,0000004218 Wh
15:12:01.504,0000004218 Wh
15:12:02.523,0000004218 Wh
15:12:03.850,0000004218 Wh
15:12:04.514,0000004218 Wh
15:12:05.522,0000004218 Wh
15:12:06.536,0000004218 Wh
15:12:07.530,0000004218 Wh
15:12:08.847,0000004218 Wh
15:12:09.525,0000004218 Wh
15:12:10.536,0000004218 Wh
15:12:11.535,0000004218 Wh
15:12:12.528,0000004218 Wh
15:12:13.858,0000004218 Wh
15:12:14.550,0000004218 Wh
15:12:15.540,0000004218 Wh
15:12:16.539,0000004218 Wh
15:12:17.534,0000004218 Wh
15:12:18.866,0000004218 Wh
15:12:19.545,0000004218 Wh
15:12:20.538,0000004218 Wh
15:12:21.549,0000004218 Wh
15:12:22.569,0000004218 Wh
15:12:23.878,0000004218 Wh
15:12:24.557,0000004218 Wh
15:12:25.549,0000004218 Wh
15:12:26.560,0000004218 Wh
15:12:27.568,0000004218 Wh
15:12:28.896,0000004218 Wh
15:12:29.565,0000004218 Wh
15:12:30.574,0000004218 Wh
15:12:31.570,0000004218 Wh
15:12:32.581,0000004218 Wh
15:12:33.894,0000004218 Wh
15:12:34.572,0000004218 Wh
15:12:35.581,0000004218 Wh
15:12:36.576,0000004218 Wh
15:12:37.586,0000004218 Wh
15:12:38.912,0000004218 Wh
15:12:39.588,0000004218 Wh
15:12:40.587,0000004218 Wh
15:12:41.582,0000004218 Wh
15:12:42.591,0000004218 Wh
15:12:43.923,0000004218 Wh
15:12:44.587,0000004218 Wh
15:12:45.601,0000004218 Wh
15:12:46.600,0000004218 Wh
15:12:47.593,0000004218 Wh
15:12:48.925,0000004218 Wh
15:12:49.588,0000004218 Wh
15:12:50.599,0000004218 Wh
15:12:51.609,0000004218 Wh
15:12:52.598,0000004218 Wh
15:12:53.934,0000004218 Wh
15:12:54.601,0000004218 Wh
15:12:55.606,0000004218 Wh
15:12:56.611,0000004218 Wh
15:12:57.603,0000004218 Wh
15:12:58.956,0000004218 Wh
15:12:59.604,0000004218 Wh
15:13:00.615,0000004218 Wh
15:13:01.625,0000004218 Wh
15:13:02.616,0000004218 Wh
15:13:03.944,0000004218 Wh
15:13:04.637,0000004218 Wh
15:13:05.632,0000004218 Wh
15:13:06.638,0000004218 Wh
15:13:07.619,0000004218 Wh
15:13:08.944,0000004218 Wh
15:13:09.638,0000004218 Wh
15:13:10.650,0000004218 Wh
15:13:11.646,0000004218 Wh
15:13:12.634,0000004218 Wh
